"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Gene"
"411",1,0,1,0,0,0,3,4,0,0,"3830406C13Rik"
"412",0,0,0,0,0,0,0,0,0,0,"3830408C21Rik"
"413",0,0,1,0,0,0,0,0,0,1,"3930402G23Rik"
"414",0,4,4,7,2,3,4,2,2,2,"4632411B12Rik"
"415",0,0,5,0,0,0,0,0,1,0,"4632415K11Rik"
"416",0,0,1,0,1,0,2,4,0,0,"4632415L05Rik"
"417",9,19,2,5,20,36,4,15,18,15,"4632428N05Rik"
"418",3,5,10,0,2,2,2,5,6,3,"4732418C07Rik"
"419",0,0,0,0,0,0,0,0,3,0,"4732471D19Rik"
"420",1,0,2,4,1,0,9,2,2,0,"4833420G17Rik"
"421",0,1,1,0,0,0,0,2,0,0,"4833422C13Rik"
"422",5,4,3,6,5,3,1,0,9,4,"4833424O15Rik"
"423",7,2,10,10,13,5,3,7,6,5,"4833439L19Rik"
"424",0,4,0,1,0,1,0,1,1,0,"4921513D23Rik"
"425",2,0,0,1,0,1,2,3,0,0,"4921524J17Rik"
"426",0,0,0,0,0,0,0,0,0,0,"4922501C03Rik"
"427",5,7,9,8,6,3,9,8,3,12,"4930402H24Rik"
"428",0,0,0,0,0,0,0,0,0,0,"4930404I05Rik"
"429",0,2,0,4,3,2,0,0,0,0,"4930404N11Rik"
"430",0,0,0,0,0,0,0,0,0,0,"4930417G10Rik"
"431",1,2,3,7,2,4,1,1,4,0,"4930420K17Rik"
"432",0,0,0,0,0,0,0,0,0,0,"4930422G04Rik"
"433",0,0,0,2,0,2,2,0,0,2,"4930427A07Rik"
"434",1,0,4,1,3,2,2,1,2,3,"4930430F08Rik"
"435",0,0,1,1,0,0,0,0,0,0,"4930444A02Rik"
"436",0,0,0,0,2,0,0,0,0,0,"4930452B06Rik"
"437",5,0,2,0,0,1,3,0,3,1,"4930453N24Rik"
"438",1,1,2,4,2,4,3,0,1,2,"4930455C21Rik"
"439",1,0,0,0,0,0,0,0,0,1,"4930455F23Rik"
"440",3,0,6,4,5,0,4,2,8,3,"4930471M23Rik"
"441",0,0,0,0,0,0,0,3,1,0,"4930486L24Rik"
"442",3,0,0,0,0,0,1,1,0,0,"4930503E24Rik"
"443",1,0,0,0,2,0,3,0,0,1,"4930503L19Rik"
"444",1,1,1,1,0,0,2,1,0,2,"4930506M07Rik"
"445",0,0,0,0,0,0,0,0,0,0,"4930523C07Rik"
"446",1,0,0,0,0,0,0,0,0,0,"4930539J05Rik"
"447",0,0,2,1,0,2,0,0,0,4,"4930570G19Rik"
"448",2,4,2,0,0,0,1,0,0,0,"4930572J05Rik"
"449",0,0,0,0,0,2,0,0,0,0,"4930578C19Rik"
"450",1,0,0,0,1,1,0,0,0,0,"4930579G24Rik"
"451",0,0,0,1,0,0,0,0,0,1,"4930579J09Rik"
"452",0,0,0,0,0,0,0,0,0,0,"4930581F22Rik"
"453",2,1,4,1,8,4,6,4,1,2,"4931406C07Rik"
"454",5,0,5,2,1,5,5,5,1,2,"4931406P16Rik"
"455",3,0,0,0,0,2,0,3,0,1,"4931428F04Rik"
"456",1,0,0,0,0,0,0,0,0,1,"4931440P22Rik"
"457",1,1,0,1,0,1,0,0,1,0,"4932415G12Rik"
"458",0,0,0,0,0,0,0,0,0,0,"4932416H05Rik"
"459",2,0,0,1,0,0,1,2,2,0,"4932438A13Rik"
"460",0,0,2,0,0,0,0,0,0,0,"4932438H23Rik"
"461",1,0,1,0,1,0,1,0,2,0,"4933403F05Rik"
"462",2,0,0,0,1,0,6,0,0,0,"4933404O12Rik"
"463",6,9,8,8,13,1,4,5,5,8,"4933407C03Rik"
"464",0,0,0,0,0,0,2,0,0,1,"4933407H18Rik"
"465",0,0,0,0,0,0,0,0,0,2,"4933407K13Rik"
"466",3,0,0,0,0,1,0,0,0,0,"4933409K07Rik"
"467",1,0,0,0,0,0,0,0,1,0,"4933411K20Rik"
"468",2,0,0,0,2,0,0,0,2,0,"4933421E11Rik"
"469",1,3,0,0,1,1,2,0,4,0,"4933424B01Rik"
"470",2,2,4,2,1,3,1,2,5,4,"4933426M11Rik"
"471",1,0,0,0,1,1,0,0,1,0,"4933427D14Rik"
"472",1,1,3,4,2,0,2,2,3,2,"4933431E20Rik"
"473",2,0,2,0,0,0,0,0,2,0,"4933433P14Rik"
"474",4,0,3,5,2,7,1,8,2,5,"4933434E20Rik"
"475",0,2,1,2,0,0,0,1,1,3,"4933439C10Rik"
"476",3,1,3,2,0,3,3,0,5,2,"4933439F18Rik"
"477",0,1,0,0,0,1,0,0,0,0,"5031414D18Rik"
"478",0,2,1,2,1,3,0,0,0,1,"5031425E22Rik"
"479",0,0,0,0,0,1,0,1,1,0,"5031434O11Rik"
"480",15,7,13,11,11,9,16,27,6,3,"5031439G07Rik"
"481",7,5,3,5,3,2,9,6,4,7,"5033414D02Rik"
"482",0,3,0,1,0,0,2,2,0,2,"5133401N09Rik"
"483",0,2,0,1,0,0,1,1,0,2,"5330417C22Rik"
"484",0,0,1,0,1,1,0,0,2,2,"5330426P16Rik"
"485",0,0,0,0,0,0,1,0,0,0,"5330437I02Rik"
"486",0,0,0,0,0,2,0,1,0,1,"5430405G05Rik"
"487",0,0,0,0,0,0,0,0,0,0,"5430405H02Rik"
"488",0,1,0,0,0,1,6,0,0,0,"5430407P10Rik"
"489",0,0,0,1,0,1,1,0,0,0,"5430411K18Rik"
"490",2,0,2,2,1,0,3,7,2,2,"5430416N02Rik"
"491",0,2,1,1,0,0,4,1,2,2,"5430417L22Rik"
"492",0,0,3,0,0,1,0,2,1,1,"5430435G22Rik"
"493",2,0,4,7,1,9,1,1,3,5,"5430437P03Rik"
"494",0,0,0,0,0,0,0,0,0,0,"5530601H04Rik"
"495",9,1,2,5,11,8,4,7,4,9,"5730403B10Rik"
"496",2,0,3,1,1,0,0,4,1,2,"5730409E04Rik"
"497",0,1,1,1,3,0,2,1,1,0,"5730419I09Rik"
"498",11,3,6,3,2,7,9,5,11,8,"5730437N04Rik"
"499",0,0,0,1,0,0,1,0,0,1,"5730455O13Rik"
"500",3,1,1,0,0,0,1,0,1,3,"5730455P16Rik"
"501",4,9,7,8,1,6,9,5,6,11,"5730469M10Rik"
"502",1,2,3,1,0,2,0,0,2,0,"5730494M16Rik"
"503",1,3,2,3,1,1,1,1,0,2,"5730494N06Rik"
"504",3,3,0,0,0,1,0,3,0,2,"5730508B09Rik"
"505",0,0,0,0,0,0,0,0,0,0,"5730522E02Rik"
"506",4,1,2,0,3,1,4,1,3,1,"5730528L13Rik"
"507",0,0,9,5,2,1,0,1,1,2,"5730559C18Rik"
"508",0,0,0,0,0,0,1,0,0,0,"5830417I10Rik"
"509",0,0,2,0,1,1,0,0,0,0,"5830418K08Rik"
"510",1,2,3,0,0,1,0,0,0,1,"5830433M19Rik"
"511",0,0,0,0,0,0,0,0,0,0,"5930412G12Rik"
"512",4,4,2,0,0,1,0,2,1,0,"5930416I19Rik"
"513",2,5,3,2,3,5,0,7,6,3,"5930434B04Rik"
"514",1,0,3,0,0,0,0,1,0,0,"6030405A18Rik"
"515",2,4,1,0,0,3,1,7,0,11,"6030419C18Rik"
"516",0,0,0,0,0,0,0,0,0,0,"6030429G01Rik"
"517",2,0,0,0,1,1,0,0,1,0,"6030446N20Rik"
"518",3,1,0,1,0,0,1,1,1,1,"6030458C11Rik"
"519",0,0,0,0,0,0,0,0,0,0,"6030468B19Rik"
"520",0,1,0,1,0,0,2,3,1,5,"6230409E13Rik"
"521",0,1,0,0,0,1,0,1,2,1,"6230427J02Rik"
"522",3,0,0,0,0,4,0,0,0,0,"6330403A02Rik"
"523",2,20,10,4,11,6,7,12,7,12,"6330403K07Rik"
"524",0,1,1,0,1,0,2,0,0,0,"6330406I15Rik"
"525",4,0,3,6,1,1,1,2,1,0,"6330407J23Rik"
"526",0,0,0,0,0,0,0,0,1,0,"6330408A02Rik"
"527",0,0,0,2,3,1,4,1,1,6,"6330409N04Rik"
"528",0,1,2,1,2,3,1,0,2,1,"6330416G13Rik"
"529",0,0,1,1,0,2,2,1,0,1,"6330439K17Rik"
"530",4,3,1,4,1,2,3,1,3,8,"6330503K22Rik"
"531",0,0,0,0,1,0,0,0,0,0,"6330512M04Rik"
"532",0,0,0,0,0,1,0,0,0,0,"6330527O06Rik"
"533",0,0,1,0,1,0,0,0,0,0,"6330549D23Rik"
"534",0,3,0,4,0,0,0,1,1,0,"6330578E17Rik"
"535",4,4,6,1,5,5,4,2,1,18,"6430527G18Rik"
"536",1,4,3,1,4,1,2,1,1,7,"6430548M08Rik"
"537",0,0,0,0,0,0,0,0,0,0,"6430571L13Rik"
"538",0,0,0,1,0,0,0,0,0,1,"6430573F11Rik"
"539",0,3,2,0,2,0,1,0,0,2,"6430598A04Rik"
"540",2,1,1,5,0,0,2,4,0,0,"6430704M03Rik"
"541",0,0,1,1,1,1,1,1,0,1,"6430706D22Rik"
"542",0,2,0,0,0,0,0,0,0,0,"6530401N04Rik"
"543",0,1,0,2,2,0,0,0,0,6,"6530402F18Rik"
"544",0,0,0,2,0,0,0,0,0,0,"6530411M01Rik"
"545",1,0,3,0,4,1,1,2,4,3,"6530418L21Rik"
"546",0,6,1,2,6,3,6,1,7,3,"6720401G13Rik"
"547",30,19,17,29,20,5,18,14,19,14,"6720456B07Rik"
"548",1,0,1,0,3,0,2,1,0,0,"6720456H20Rik"
"549",0,0,0,0,0,1,1,0,1,0,"6720463M24Rik"
"550",6,1,5,1,0,0,5,0,1,0,"6820431F20Rik"
"551",0,0,3,5,1,0,1,0,0,0,"8030462N17Rik"
"552",0,1,0,0,1,0,1,1,0,0,"8430406I07Rik"
"553",5,0,0,1,0,3,5,0,0,0,"8430408G22Rik"
"554",2,3,0,0,2,4,3,7,2,2,"8430410A17Rik"
"555",3,0,0,1,1,1,0,1,4,2,"8430410K20Rik"
"556",9,13,4,3,1,3,11,5,5,11,"8430419L09Rik"
"557",1,2,1,1,1,1,1,0,3,3,"8430427H17Rik"
"558",0,2,1,0,1,0,1,2,1,0,"9030025P20Rik"
"559",0,0,0,0,0,0,0,0,0,1,"9030224M15Rik"
"560",0,0,0,0,1,0,0,0,0,0,"9030418K01Rik"
"561",0,2,0,0,0,0,0,1,0,0,"9030425E11Rik"
"562",0,0,0,0,0,0,0,0,0,0,"9030617O03Rik"
"563",6,1,5,7,3,2,1,2,2,3,"9030624J02Rik"
"564",4,0,1,1,2,0,2,0,1,2,"9030625A04Rik"
"565",4,0,2,1,0,0,0,1,1,1,"9130011E15Rik"
"566",7,10,10,7,8,7,5,7,5,3,"9130011J15Rik"
"567",0,1,1,0,0,0,0,0,0,0,"9130024F11Rik"
"568",0,3,2,2,2,0,1,1,0,1,"9130401M01Rik"
"569",0,0,0,1,0,3,0,0,0,0,"9230110C19Rik"
"570",1,0,0,1,1,0,4,4,1,0,"9330151L19Rik"
"571",2,1,1,3,2,0,1,1,1,0,"9330159F19Rik"
"572",2,0,0,2,1,0,5,2,1,0,"9330182L06Rik"
"573",0,2,0,0,2,0,0,2,0,1,"9430008C03Rik"
"574",0,2,2,2,1,2,0,1,0,3,"9430015G10Rik"
"575",0,0,1,3,2,1,1,0,2,2,"9430016H08Rik"
"576",3,2,5,8,1,8,5,4,2,4,"9430020K01Rik"
"577",1,4,3,4,4,1,1,5,3,2,"9430023L20Rik"
"578",0,1,0,0,0,0,0,0,0,0,"9430031J16Rik"
"579",0,2,0,0,0,0,1,0,2,0,"9430038I01Rik"
"580",0,0,0,0,0,0,0,0,0,0,"9430041J12Rik"
"581",9,9,9,3,13,13,10,10,14,6,"9530068E07Rik"
"582",1,0,2,0,0,0,5,0,0,0,"9530077C05Rik"
"583",1,2,5,1,4,2,0,2,0,1,"9530082P21Rik"
"584",10,3,3,4,4,3,2,8,2,2,"9630013A20Rik"
"585",0,0,1,1,0,0,0,3,0,0,"9630033F20Rik"
"586",5,5,4,3,5,3,3,11,1,4,"9830001H06Rik"
"587",0,0,0,0,0,0,0,0,0,0,"9930012K11Rik"
"588",0,0,0,0,0,0,0,0,4,0,"9930013L23Rik"
"589",0,1,1,0,0,0,1,0,0,1,"9930021D14Rik"
"590",0,1,0,1,2,0,0,0,2,2,"9930021J03Rik"
"591",1,0,1,0,0,0,0,0,0,1,"9930104L06Rik"
"592",5,2,5,0,0,3,5,1,0,4,"A030009H04Rik"
"593",0,0,0,1,2,0,0,0,3,0,"A130010J15Rik"
"594",4,2,1,1,0,3,3,6,3,2,"A130022J15Rik"
"595",3,4,0,2,7,0,0,1,5,0,"A230046K03Rik"
"596",0,3,4,1,0,0,1,6,0,8,"A230050P20Rik"
"597",0,0,0,0,1,0,2,0,1,0,"A230051G13Rik"
"598",0,0,0,1,2,0,0,0,0,0,"A230057D06Rik"
"599",1,1,2,0,0,0,0,0,0,0,"A230072C01Rik"
"600",0,0,0,0,0,0,0,0,0,0,"A230073K19Rik"
"601",2,0,0,0,0,0,0,0,0,0,"A230077H06Rik"
"602",0,0,0,0,1,1,0,1,1,0,"A2ld1"
"603",0,0,0,1,0,0,0,0,0,0,"A2m"
"604",0,0,0,0,0,0,0,0,0,0,"A330021E22Rik"
"605",0,0,0,0,0,0,0,0,0,0,"A330023F24Rik"
"606",3,2,0,0,1,0,0,0,0,0,"A330049M08Rik"
"607",0,0,0,1,0,0,0,1,0,1,"A330076H08Rik"
"608",0,0,0,0,1,1,0,1,0,1,"A430005L14Rik"
"609",0,1,0,3,1,0,0,0,0,0,"A430033K04Rik"
"610",0,0,0,0,0,0,0,0,0,0,"A430035B10Rik"
"611",0,0,0,0,0,0,0,0,1,0,"A430105I19Rik"
"612",0,0,0,0,0,0,0,0,0,0,"A430107P09Rik"
"613",0,0,0,0,0,0,0,0,0,0,"A430110N23Rik"
"614",0,0,0,0,0,0,0,0,4,0,"A530054K11Rik"
"615",0,0,0,1,0,0,0,0,0,2,"A530058N18Rik"
"616",0,0,0,0,0,0,0,0,0,0,"A630001G21Rik"
"617",2,0,2,0,0,2,0,0,0,0,"A630007B06Rik"
"618",0,0,0,0,0,0,0,2,0,0,"A630033H20Rik"
"619",0,0,0,0,0,0,0,1,0,0,"A630072M18Rik"
"620",1,0,0,0,0,1,0,0,0,0,"A730008H23Rik"
"621",1,0,0,1,1,0,0,2,1,0,"A730011L01Rik"
"622",2,1,2,3,2,3,3,3,5,3,"A730017C20Rik"
"623",0,1,0,0,0,0,1,0,0,0,"A730056A06Rik"
"624",4,3,4,1,6,0,3,1,1,11,"A730098P11Rik"
"625",3,0,1,0,0,0,0,3,0,1,"A830007P12Rik"
"626",0,1,3,0,0,1,2,0,0,3,"A830010M20Rik"
"627",0,0,0,0,3,1,0,0,0,0,"A830018L16Rik"
"628",1,0,0,1,0,0,0,0,0,1,"A830080D01Rik"
"629",0,0,0,0,0,0,0,0,0,0,"A830082N09Rik"
"630",1,1,0,0,0,0,0,0,0,0,"A830093I24Rik"
"631",2,3,1,0,2,2,6,0,2,0,"A930001N09Rik"
"632",0,1,0,1,0,0,0,0,0,4,"A930003O13Rik"
"633",0,2,1,1,4,1,0,0,2,0,"A930005H10Rik"
"634",0,0,0,0,0,0,0,0,0,3,"A930005I04Rik"
"635",1,1,1,0,2,0,0,0,0,3,"A930011O12Rik"
"636",0,0,0,1,1,0,0,0,1,0,"A930013F10Rik"
"637",0,0,0,0,0,0,2,0,0,1,"A930015D03Rik"
"638",2,0,1,0,0,0,0,0,0,0,"A930017M01Rik"
"639",2,4,0,6,4,4,2,3,0,7,"A930038C07Rik"
"640",0,0,0,0,0,0,0,0,0,0,"AA387883"
"641",0,0,0,0,0,0,0,0,0,0,"AA415398"
"642",0,0,0,0,0,0,0,0,0,2,"AA465934"
"643",0,0,0,0,0,0,0,0,0,0,"AA474331"
"644",3,1,0,0,0,0,0,0,1,0,"AA960436"
"645",0,0,0,0,0,0,0,0,0,0,"AA986860"
"646",0,0,0,0,0,0,0,0,0,0,"AB124611"
"647",5,1,2,3,7,13,0,4,7,3,"AF251705"
"648",0,0,6,0,0,1,0,0,3,0,"AI118078"
"649",0,1,4,1,1,1,4,2,2,3,"AI314180"
"650",0,1,0,0,0,1,0,2,1,3,"AI314976"
"651",3,5,4,2,1,0,0,0,1,1,"AI316807"
"652",4,0,2,4,2,3,1,6,0,1,"AI413582"
"653",0,5,1,0,1,0,1,2,0,1,"AI414108"
"654",0,1,0,0,0,0,0,0,0,0,"AI429214"
"655",0,0,0,0,0,0,1,0,0,0,"AI450353"
"656",0,4,1,0,1,6,1,0,5,3,"AI462493"
"657",3,3,5,15,5,0,2,7,5,2,"AI464131"
"658",0,0,0,0,1,0,0,0,0,0,"AI467606"
"659",2,1,0,1,2,1,0,1,1,2,"AI480653"
"660",0,0,1,0,2,0,0,0,0,0,"AI504432"
"661",0,0,0,0,0,0,0,0,0,0,"AI507597"
"662",1,3,1,5,0,1,1,0,0,2,"AI593442"
"663",0,0,3,2,3,1,1,0,0,1,"AI597468"
"664",1,1,3,2,2,1,0,4,0,0,"AI597479"
"665",1,1,2,1,1,0,2,0,2,0,"AI646023"
"666",2,5,0,1,2,0,2,1,0,2,"AI836003"
"667",10,2,1,8,6,5,3,4,6,2,"AI837181"
"668",3,1,0,5,1,2,2,2,2,1,"AI846148"
"669",7,2,0,0,3,2,4,2,1,0,"AI848100"
"670",0,1,2,3,1,0,1,4,1,0,"AI848285"
"671",1,3,0,1,2,1,3,0,2,0,"AI854517"
"672",0,0,0,0,0,1,0,0,0,0,"AI854703"
"673",0,0,0,0,0,0,0,0,0,0,"AI987944"
"674",4,0,0,3,5,1,2,4,0,0,"AK010878"
"675",0,0,0,0,0,0,0,0,0,0,"AK129341"
"676",2,4,1,0,0,0,1,0,6,0,"AU019823"
"677",6,0,7,2,1,20,10,8,7,2,"AU021092"
"678",1,1,0,1,0,0,4,1,1,2,"AU022252"
"679",3,2,1,0,1,1,1,0,1,1,"AU040320"
"680",0,0,0,0,0,0,0,0,0,0,"AU041133"
"681",1,0,1,1,0,0,1,0,2,1,"AW011738"
"682",0,0,0,0,0,0,0,0,1,0,"AW146020"
"683",0,1,1,0,0,0,0,1,0,1,"AW209491"
"684",2,1,0,9,2,1,7,4,9,0,"AW549877"
"685",0,1,0,0,2,1,0,0,0,0,"AW551984"
"686",0,0,1,0,1,0,3,0,0,1,"AW554918"
"687",1,2,0,0,1,5,0,2,0,0,"AW555464"
"688",2,0,1,0,0,3,2,1,1,1,"Aaas"
"689",12,8,8,4,1,4,4,5,9,5,"Aacs"
"690",2,11,1,6,2,0,1,2,1,1,"Aagab"
"691",3,1,0,3,0,1,1,0,5,2,"Aak1"
"692",6,11,9,12,7,9,7,5,9,22,"Aamp"
"693",0,3,0,0,0,0,0,0,1,0,"Aard"
"694",1,16,3,8,3,5,15,9,3,2,"Aars"
"695",2,0,0,0,0,0,2,0,1,1,"Aars2"
"696",2,5,5,2,0,4,6,4,2,2,"Aarsd1"
"697",0,0,1,0,0,1,0,0,0,1,"Aasdh"
"698",0,0,0,0,1,0,2,0,0,0,"Aasdhppt"
"699",0,0,0,2,0,0,0,0,0,0,"Aass"
"700",1,0,1,4,0,1,0,0,3,1,"Aatf"
"701",11,9,9,13,9,8,11,12,7,10,"Aatk"
"702",3,8,2,2,6,3,7,2,9,5,"Abat"
"703",2,0,2,5,3,5,8,1,10,3,"Abca1"
"704",11,6,19,5,16,10,6,11,5,6,"Abca2"
"705",4,7,2,3,1,7,5,4,3,10,"Abca3"
"706",0,3,1,4,1,1,0,0,0,0,"Abca5"
"707",0,0,0,0,0,0,1,0,0,0,"Abca6"
"708",1,1,0,1,0,0,0,1,0,1,"Abca7"
"709",1,0,2,2,0,1,3,0,0,1,"Abca8b"
"710",1,0,0,2,1,0,1,1,0,0,"Abca9"
"711",1,1,0,0,4,5,1,5,2,6,"Abcb10"
"712",6,1,2,4,0,4,11,1,0,3,"Abcb1a"
"713",1,0,1,0,0,5,0,0,0,0,"Abcb1b"
"714",2,1,0,0,1,0,0,0,2,0,"Abcb4"
"715",1,1,3,3,0,1,2,2,3,0,"Abcb6"
"716",1,1,4,0,1,4,2,2,2,1,"Abcb7"
"717",4,3,3,4,0,1,1,1,2,4,"Abcb8"
"718",1,2,1,0,2,0,0,1,0,0,"Abcb9"
"719",0,1,3,0,0,1,0,4,0,2,"Abcc1"
"720",0,3,0,0,1,2,0,1,0,1,"Abcc10"
"721",2,0,0,0,1,2,0,3,1,0,"Abcc3"
"722",3,0,3,0,1,4,0,0,4,0,"Abcc4"
"723",8,10,10,21,18,7,3,7,7,4,"Abcc5"
"724",1,0,0,0,0,0,1,0,1,0,"Abcc6"
"725",0,1,0,0,0,0,0,1,0,0,"Abcc8"
"726",0,0,2,0,0,0,0,3,1,0,"Abcc9"
"727",0,2,0,4,0,3,0,0,0,2,"Abcd1"
"728",2,1,3,1,1,0,2,0,1,1,"Abcd2"
"729",7,4,7,8,12,13,20,9,6,7,"Abcd3"
"730",1,2,2,1,1,2,2,1,3,0,"Abcd4"
"731",2,2,5,2,6,0,4,3,4,5,"Abce1"
"732",1,1,4,7,5,2,4,3,4,5,"Abcf1"
"733",4,1,3,6,6,0,2,4,3,2,"Abcf2"
"734",4,1,4,1,3,3,1,1,5,3,"Abcf3"
"735",9,5,0,1,0,1,4,1,1,2,"Abcg1"
"736",6,1,3,8,0,6,8,2,4,1,"Abcg2"
"737",1,2,1,1,2,3,3,1,0,1,"Abcg4"
"738",0,2,2,3,1,3,1,1,7,2,"Abhd1"
"739",0,1,2,1,0,1,0,3,1,0,"Abhd10"
"740",5,4,3,2,12,4,3,3,2,6,"Abhd11"
"741",31,37,7,29,41,31,18,28,29,25,"Abhd12"
"742",0,0,5,2,1,0,1,3,1,0,"Abhd13"
"743",0,3,1,0,1,1,1,4,2,2,"Abhd14a"
"744",1,1,0,0,0,0,1,2,0,2,"Abhd14b"
"745",0,2,0,0,1,3,0,0,0,0,"Abhd15"
"746",5,5,7,5,3,11,2,2,2,5,"Abhd16a"
"747",8,7,12,11,8,16,14,7,10,7,"Abhd2"
"748",5,10,9,12,2,2,9,3,10,9,"Abhd3"
"749",25,8,12,14,16,11,6,10,18,22,"Abhd4"
"750",1,1,3,3,3,1,2,3,3,0,"Abhd5"
"751",1,0,6,1,1,1,4,2,1,0,"Abhd6"
"752",7,4,14,8,11,8,11,16,1,1,"Abhd8"
"753",3,6,4,4,2,5,9,4,8,6,"Abi1"
"754",4,0,2,1,3,5,9,6,3,3,"Abi2"
"755",3,1,0,1,1,2,0,0,4,3,"Abi3"
"756",2,5,2,4,0,3,1,4,4,4,"Abl1"
"757",0,1,0,2,0,1,0,0,0,1,"Abl2"
"758",6,1,6,6,8,5,14,8,1,7,"Ablim1"
"759",3,4,2,2,0,3,3,1,2,1,"Ablim2"
"760",0,0,0,0,2,2,2,0,0,0,"Ablim3"
"761",3,5,5,10,7,9,19,5,3,8,"Abr"
"762",1,0,2,0,3,0,0,1,0,0,"Abt1"
"763",1,3,0,2,5,1,1,1,0,0,"Abtb1"
"764",6,3,2,2,5,1,1,6,5,9,"Abtb2"
"765",3,2,1,4,6,4,5,7,2,5,"Acaa1a"
"766",0,1,0,0,0,0,0,0,0,0,"Acaa1b"
"767",3,2,7,0,2,8,5,6,3,0,"Acaa2"
"768",1,1,4,0,0,1,0,4,1,1,"Acaca"
"769",2,0,3,5,1,1,3,3,5,0,"Acad11"
"770",4,5,4,0,1,1,0,1,2,0,"Acad8"
"771",2,2,2,1,0,2,4,0,4,0,"Acad9"
"772",8,2,1,6,5,6,2,7,0,3,"Acadl"
"773",0,4,1,3,4,1,4,4,10,3,"Acadm"
"774",2,4,1,2,4,7,0,1,2,2,"Acads"
"775",2,2,5,1,2,2,3,5,5,2,"Acadsb"
"776",0,9,7,10,5,8,6,11,2,7,"Acadvl"
"777",0,0,2,0,0,0,0,0,1,0,"Acan"
"778",3,1,2,9,1,7,7,2,1,7,"Acap2"
"779",4,5,7,2,5,6,12,8,1,9,"Acap3"
"780",8,2,7,5,9,6,2,3,2,4,"Acat1"
"781",14,13,5,8,12,9,9,10,8,12,"Acat2"
"782",0,1,1,1,0,2,1,0,0,0,"Acat3"
"783",1,3,3,1,1,0,6,2,2,0,"Acbd3"
"784",2,2,0,0,1,3,1,2,0,2,"Acbd4"
"785",4,5,4,1,6,3,9,0,5,2,"Acbd5"
"786",3,5,2,4,0,2,2,1,3,3,"Acbd6"
"787",1,0,1,4,4,0,6,1,0,2,"Accn1"
"788",6,4,5,7,5,5,6,6,3,4,"Accn2"
"789",2,1,6,1,9,0,2,3,3,3,"Accn4"
"790",0,0,0,0,2,0,1,1,1,0,"Accs"
"791",9,0,3,3,2,0,7,2,2,1,"Acd"
"792",3,1,0,1,0,0,0,0,0,2,"Ace"
"793",0,0,0,0,0,0,0,0,0,0,"Ace2"
"794",0,0,0,0,0,1,0,0,1,0,"Acer2"
"795",0,1,5,1,0,0,0,0,0,0,"Acer3"
"796",0,9,7,1,3,3,6,5,5,5,"Ache"
"797",4,1,9,6,1,2,3,5,9,4,"Acin1"
"798",11,13,11,6,6,13,19,7,6,19,"Acly"
"799",0,0,0,1,1,0,1,0,0,3,"Acn9"
"800",4,2,0,2,4,3,6,3,1,3,"Aco1"
"801",8,9,6,12,8,13,7,13,4,10,"Aco2"
"802",10,8,4,4,7,2,11,3,13,6,"Acot1"
"803",1,1,0,0,0,4,5,2,2,0,"Acot10"
"804",1,0,0,0,0,0,0,1,1,1,"Acot11"
"805",1,5,5,3,0,8,2,4,3,3,"Acot13"
"806",2,0,1,1,0,0,2,0,0,1,"Acot2"
"807",0,0,0,0,0,0,0,0,0,0,"Acot5"
"808",6,12,7,17,12,7,17,7,10,14,"Acot7"
"809",0,3,3,0,2,2,0,2,1,1,"Acot8"
"810",2,0,0,1,0,1,0,0,0,0,"Acot9"
"811",17,11,8,3,4,17,10,13,9,5,"Acox1"
"812",0,2,1,0,2,0,0,2,2,3,"Acox3"
"813",7,3,4,2,1,3,3,0,3,3,"Acp2"
"814",0,1,0,0,1,1,1,0,1,0,"Acp5"
"815",2,5,4,0,3,1,5,2,3,1,"Acp6"
"816",0,0,1,0,0,0,2,0,0,0,"Acpl2"
"817",1,0,0,0,0,0,0,0,0,0,"Acr"
"818",0,1,0,0,0,0,0,0,0,0,"Acrbp"
"819",7,4,5,5,6,6,17,4,8,17,"Acsbg1"
"820",0,1,0,0,0,0,0,0,0,0,"Acsf2"
"821",0,0,0,0,0,0,1,0,0,1,"Acsf3"
"822",6,1,2,3,0,2,4,8,0,3,"Acsl1"
"823",4,11,20,18,11,3,15,12,8,14,"Acsl3"
"824",0,0,0,2,1,0,2,4,4,7,"Acsl4"
"825",5,2,6,2,1,6,4,4,7,0,"Acsl5"
"826",6,8,7,7,3,2,1,6,7,14,"Acsl6"
"827",6,2,3,3,2,1,2,2,2,3,"Acss1"
"828",12,2,3,1,5,3,5,7,0,6,"Acss2"
"829",0,0,0,0,0,1,0,0,0,0,"Acss3"
"830",0,0,0,0,0,0,0,0,0,0,"Acta1"
"831",0,0,0,0,0,0,0,1,0,0,"Acta2"
"832",98,60,156,128,89,203,156,100,95,112,"Actb"
"833",152,129,144,60,116,134,90,136,59,130,"Actg1"
"834",2,0,4,4,3,3,4,3,2,0,"Actl6a"
"835",2,1,1,0,0,2,3,1,0,6,"Actl6b"
"836",1,1,2,0,4,5,0,0,3,4,"Actn1"
"837",0,0,0,0,0,1,0,1,0,0,"Actn2"
"838",5,10,3,7,5,3,6,4,12,10,"Actn4"
"839",3,2,4,1,4,7,9,1,3,5,"Actr10"
"840",14,21,21,8,14,19,8,9,4,18,"Actr1a"
"841",7,2,16,5,10,8,8,6,5,3,"Actr1b"
"842",9,10,8,8,5,16,7,15,15,12,"Actr2"
